Agente,1006,Conexão ,172,Tipo de ligação,Descrição,Ano,Tipo do agente,Tipo de ligação predominante
Rede Nossa São Paulo (RNSP),1,Programa das Nações Unidas para o Meio Ambiente,,Parceria em projeto,"Índice de Desenvolvimento Sustentável das Cidades – Brasil (IDSC-BR) umaferramenta que apresenta dados e indicadores dos 5.570 municípios brasileiros. O índice visa estimular a evolução das cidades na Agenda 2030, por meio de 100 indicadores temáticos associados aos 17 Objetivos de Desenvolvimento Sustentável (ODS).
​",2022,Rede/conexão,Parceria em projeto
Rede Nossa São Paulo (RNSP),1,Caixa Econômica Federal,1,Parceria em projeto,Inclusão no projeto de Índice de Desenvolvimento Sustentável das Cidades - Brasil (IDSC-BR),2023,Rede/conexão,Parceria em projeto
Rede Nossa São Paulo (RNSP),1,Ministério do Desenvolvimento Social,1,Parceria em projeto,Inclusão no projeto de Índice de Desenvolvimento Sustentável das Cidades - Brasil (IDSC-BR),2024,Rede/conexão,Parceria em projeto
Rede Nossa São Paulo (RNSP),1,Ministério da Justiça,1,Parceria em projeto,Inclusão no projeto de Índice de Desenvolvimento Sustentável das Cidades - Brasil (IDSC-BR),2024,Rede/conexão,Parceria em projeto
Rede Nossa São Paulo (RNSP),1,Ministério da Fazenda,1,Parceria em projeto,Inclusão no projeto de Índice de Desenvolvimento Sustentável das Cidades - Brasil (IDSC-BR),2024,Rede/conexão,Parceria em projeto
Rede Nossa São Paulo (RNSP),1,Pacto Nacional pelo Combate às Desigualdades,,Parceria em projeto,Indicado no relatório de atividades,2023,Rede/conexão,Parceria em projeto
Rede Nossa São Paulo (RNSP),1,Frente Nacional de Prefeitos (FNP),,Parceria em projeto,Indicado no relatório de atividades,2023,Rede/conexão,Parceria em projeto
Rede Nossa São Paulo (RNSP),1,Associação Brasileira de Municípios (ABM),,Parceria em projeto,Indicado no relatório de atividades,2023,Rede/conexão,Parceria em projeto
Rede Nossa São Paulo (RNSP),1,"Rede Cidades por Territórios Justos, Democráticos e Sustentáveis",,Parceria em projeto,Indicado no relatório de atividades,2023,Rede/conexão,Parceria em projeto
Participa.br,1,Secretaria Nacional de Participação Social da Secretaria Geral da Presidência da República (SNPS/SGPR),1,Membro,Participa.br (Em breve Brasil participativo é de responsabilidade da SNPS/SGPR),Não especificado,Público,Membro
Participa.br,1,Dataprev,1,Parceria em projeto,Apoio no desenvolvimento da plataforma,Não especificado,Público,Parceria em projeto
Participa.br,1,Decidim-Brasil,,Parceria em projeto,Apoio no desenvolvimento da plataforma,Não especificado,Público,Parceria em projeto
Participa.br,1,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),1,Parceria em projeto,"Apoio no desenvolvimento da plataforma; Desenvolvimento construção colaborativa da Estratégia Nacional de Governo Digital. Prevista na Lei 14.129, de 29 de março de 2021 (Lei de Governo Digital), a Estratégia Nacional tem como uma de suas finalidades articular e potencializar as iniciativas de governo digital em todo o país, considerando sua amplitude e diversidade, bem como a redução das desigualdades regionais e com a melhoria do acesso aos serviços públicos. ","2023, 2024",Público,Parceria em projeto
Participa.br,1,Universidade de Brasília (UnB),1,Parceria em projeto,Apoio no desenvolvimento da plataforma,Não especificado,Público,Parceria em projeto
Participa.br,1,Ministério do Meio Ambiente e Mudança do Clima,1,Parceria em projeto,Consulta pública dos Planos Setoriais e Temáticos do Plano Clima Adaptação. As contribuições podem ser enviadas pela plataforma Brasil Participativo,2025,Público,Parceria em projeto
Participa.br,1,Ministério da Cultura (MINC),1,Parceria em projeto,Formas integradas de participação para a construção do novo Plano Nacional de Cultura.,"2024, 2025",Público,Parceria em projeto
Participa.br,1,Comitê Interministerial sobre Mudança do Clima (CIM),1,Parceria em projeto,"A elaboração do Plano Clima é conduzida, desde o final de 2023. Seu processo de construção conta com ampla participação da sociedade em espaços presenciais e digitais, como o Plano Clima Participativo. O plano, que servirá como guia da política climática brasileira até 2035, terá dois pilares. O primeiro é a Estratégia Nacional de Mitigação, para reduzir as emissões de gases de efeito estufa, cuja alta concentração na atmosfera provoca o aquecimento global.","2023, 2024, 2025",Público,Parceria em projeto
Participa.br,1,Fórum Brasileiro de Mudança do Clima,,Parceria em projeto,"A elaboração do Plano Clima é conduzida, desde o final de 2023. Seu processo de construção conta com ampla participação da sociedade em espaços presenciais e digitais, como o Plano Clima Participativo. O plano, que servirá como guia da política climática brasileira até 2035, terá dois pilares. O primeiro é a Estratégia Nacional de Mitigação, para reduzir as emissões de gases de efeito estufa, cuja alta concentração na atmosfera provoca o aquecimento global.","2023, 2024, 2025",Público,Parceria em projeto
Participa.br,1,Rede Clima,,Parceria em projeto,"A elaboração do Plano Clima é conduzida, desde o final de 2023. Seu processo de construção conta com ampla participação da sociedade em espaços presenciais e digitais, como o Plano Clima Participativo. O plano, que servirá como guia da política climática brasileira até 2035, terá dois pilares. O primeiro é a Estratégia Nacional de Mitigação, para reduzir as emissões de gases de efeito estufa, cuja alta concentração na atmosfera provoca o aquecimento global.","2023, 2024, 2025",Público,Parceria em projeto
Participa.br,1,Instituto Nacional de Pesquisas Espaciais (INPE),1,Coleta de dados,"A elaboração do Plano Clima é conduzida, desde o final de 2023. Seu processo de construção conta com ampla participação da sociedade em espaços presenciais e digitais, como o Plano Clima Participativo. O plano, que servirá como guia da política climática brasileira até 2035, terá dois pilares. O primeiro é a Estratégia Nacional de Mitigação, para reduzir as emissões de gases de efeito estufa, cuja alta concentração na atmosfera provoca o aquecimento global.","2023, 2024, 2025",Público,Coleta de dados
Participa.br,1,Atlas Digital de Desastres do Brasil,,Coleta de dados,"A elaboração do Plano Clima é conduzida, desde o final de 2023. Seu processo de construção conta com ampla participação da sociedade em espaços presenciais e digitais, como o Plano Clima Participativo. O plano, que servirá como guia da política climática brasileira até 2035, terá dois pilares. O primeiro é a Estratégia Nacional de Mitigação, para reduzir as emissões de gases de efeito estufa, cuja alta concentração na atmosfera provoca o aquecimento global.","2023, 2024, 2025",Público,Coleta de dados
Participa.br,1,AdaptaBrasil,1,Coleta de dados,"A elaboração do Plano Clima é conduzida, desde o final de 2023. Seu processo de construção conta com ampla participação da sociedade em espaços presenciais e digitais, como o Plano Clima Participativo. O plano, que servirá como guia da política climática brasileira até 2035, terá dois pilares. O primeiro é a Estratégia Nacional de Mitigação, para reduzir as emissões de gases de efeito estufa, cuja alta concentração na atmosfera provoca o aquecimento global.","2023, 2024, 2025",Público,Coleta de dados
Participa.br,1,Secretaria Nacional de Planejamento (SEPLAN),1,Parceria em projeto,"A Estratégia Brasil 2050 se propõe a ser o referencial estratégico do país, capaz de mobilizar parcerias institucionais e recursos para orientar o desenvolvimento nacional até 2050",Não especificado,Público,Parceria em projeto
Participa.br,1,Ministério do Planejamento e Orçamento,1,Parceria em projeto,"A Estratégia Brasil 2050 se propõe a ser o referencial estratégico do país, capaz de mobilizar parcerias institucionais e recursos para orientar o desenvolvimento nacional até 2050",Não especificado,Público,Parceria em projeto
Participa.br,1,Ministério de Direitos Humanos e Cidadania (MDHC),1,Parceria em projeto,"O Plano Nacional de Educação em Direitos Humanos (PNEDH) é uma política pública brasileira que visa promover uma cultura de/em direitos humanos, por meio da Educação em Direitos Humanos (EDH). Tendo sua base sido elaborada, inicialmente, em 2003, pelo então recém-instalado Comitê Nacional de Educação em Direitos Humanos (CNEDH), e, em 2006, sua versão definitiva publicada; o plano é fruto direto da colaboração entre a Secretaria Especial de Direitos Humanos (SEDH/PR), o Ministério da Educação (MEC), o Ministério da Justiça (MJ) e a Sociedade Civil - essa última participando do seu processo de elaboração por meio de audiências públicas, realizadas a partir de Encontros Estaduais de Educação em Direitos Humanos, nas diversas Universidades Federais brasileiras.","2024, 2025",Público,Parceria em projeto
Participa.br,1,Ministério das Cidades,1,Parceria em projeto,Organização da 6ª Conferência Nacional das Cidades,"2024, 2025",Público,Parceria em projeto
Participa.br,1,Conselho das Cidades,1,Parceria em projeto,Organização da 6ª Conferência Nacional das Cidades,"2024, 2025",Público,Parceria em projeto
Participa.br,1,Secretaria Nacional de Juventude,1,Parceria em projeto,Organização da 4ª Conferência Nacional de Juventude,"2023, 2024",Público,Parceria em projeto
Participa.br,1,Conselho Nacional da Juventude,1,Parceria em projeto,Organização da 4ª Conferência Nacional de Juventude,2023,Público,Parceria em projeto
Participa.br,1,UNIRIO,1,Parceria em projeto,Organização da 4ª Conferência Nacional de Juventude,2023,Público,Parceria em projeto
Participa.br,1,Finatec,,Parceria em projeto,Organização da 4ª Conferência Nacional de Juventude,2023,Público,Parceria em projeto
Participa.br,1,Banco do Brasil,,Parceria em projeto,Apoio da 4ª Conferência Nacional de Juventude; Na 6ª Conferência Nacional de Segurança Alimentar e Nutricional.,2023,Público,Parceria em projeto
Participa.br,1,Conselho Nacional de Segurança Alimentar e Nutricional (CONSEA),1,Parceria em projeto,"6ª Conferência Nacional de Segurança Alimentar e Nutricional. Erradicar a fome e garantir direitos com Comida de Verdade, Democracia e Equidade.",2023,Público,Parceria em projeto
Participa.br,1,Governo Federal,1,Parceria em projeto,"6ª Conferência Nacional de Segurança Alimentar e Nutricional. Erradicar a fome e garantir direitos com Comida de Verdade, Democracia e Equidade.",2023,Público,Parceria em projeto
Participa.br,1,Instituto de Estudos Socioeconômicos (INESC),,Parceria em projeto,"6ª Conferência Nacional de Segurança Alimentar e Nutricional. Erradicar a fome e garantir direitos com Comida de Verdade, Democracia e Equidade.",2023,Público,Parceria em projeto
Participa.br,1,Itaipu Nacional,,Parceria em projeto,"6ª Conferência Nacional de Segurança Alimentar e Nutricional. Erradicar a fome e garantir direitos com Comida de Verdade, Democracia e Equidade.",2023,Público,Parceria em projeto
Participa.br,1,Câmara Interministerial de Segurança Alimentar e Nutricional (CAISAN),1,Parceria em projeto,"6ª Conferência Nacional de Segurança Alimentar e Nutricional. Erradicar a fome e garantir direitos com Comida de Verdade, Democracia e Equidade.",2023,Público,Parceria em projeto
Participa.br,1,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à fome",1,Parceria em projeto,"6ª Conferência Nacional de Segurança Alimentar e Nutricional. Erradicar a fome e garantir direitos com Comida de Verdade, Democracia e Equidade.",2023,Público,Parceria em projeto
Participa.br,1,Fundo Nacional de Desenvolvimento da Educação (FNDE),1,Parceria em projeto,"6ª Conferência Nacional de Segurança Alimentar e Nutricional. Erradicar a fome e garantir direitos com Comida de Verdade, Democracia e Equidade.",2023,Público,Parceria em projeto
Participa.br,1,SUS,1,Parceria em projeto,"6ª Conferência Nacional de Segurança Alimentar e Nutricional. Erradicar a fome e garantir direitos com Comida de Verdade, Democracia e Equidade.",2023,Público,Parceria em projeto
Participa.br,1,Conselho Nacional dos Direitos Humanos,1,Parceria em projeto,consulta pública sobre os subeixos temáticos para construção da 13ª Conferência Nacional dos Direitos Humanos.,2025,Público,Parceria em projeto
Participa.br,1,Empresa Brasil de Comunicação (EBC),,Parceria em projeto,Sistema Nacional de Participação Social na Comunicação Pública,2023,Público,Parceria em projeto
Participa.br,1,Escola Nacional de Administração Pública (Enap),1,Parceria em projeto,"Construção colaborativa da Estratégia Nacional de Governo Digital. Prevista na Lei 14.129, de 29 de março de 2021 (Lei de Governo Digital), a Estratégia Nacional tem como uma de suas finalidades articular e potencializar as iniciativas de governo digital em todo o país, considerando sua amplitude e diversidade, bem como a redução das desigualdades regionais e com a melhoria do acesso aos serviços públicos. ","2023, 2024",Público,Parceria em projeto
Participa.br,1,Serviço Federal de Processamento de Dados (SERPRO),1,Parceria em projeto,"Construção colaborativa da Estratégia Nacional de Governo Digital. Prevista na Lei 14.129, de 29 de março de 2021 (Lei de Governo Digital), a Estratégia Nacional tem como uma de suas finalidades articular e potencializar as iniciativas de governo digital em todo o país, considerando sua amplitude e diversidade, bem como a redução das desigualdades regionais e com a melhoria do acesso aos serviços públicos. ","2023, 2024",Público,Parceria em projeto
Participa.br,1,Conselho Nacional de Secretários de Estado da Administração (CONSAD),1,Parceria em projeto,"Construção colaborativa da Estratégia Nacional de Governo Digital. Prevista na Lei 14.129, de 29 de março de 2021 (Lei de Governo Digital), a Estratégia Nacional tem como uma de suas finalidades articular e potencializar as iniciativas de governo digital em todo o país, considerando sua amplitude e diversidade, bem como a redução das desigualdades regionais e com a melhoria do acesso aos serviços públicos. ","2023, 2024",Público,Parceria em projeto
Participa.br,1,Frente Nacional de Prefeitos (FNP),,Parceria em projeto,"Construção colaborativa da Estratégia Nacional de Governo Digital. Prevista na Lei 14.129, de 29 de março de 2021 (Lei de Governo Digital), a Estratégia Nacional tem como uma de suas finalidades articular e potencializar as iniciativas de governo digital em todo o país, considerando sua amplitude e diversidade, bem como a redução das desigualdades regionais e com a melhoria do acesso aos serviços públicos. ","2023, 2024",Público,Parceria em projeto
Participa.br,1,Banco Interamericano de Desenvolvimento (BID),,Parceria em projeto,"Construção colaborativa da Estratégia Nacional de Governo Digital. Prevista na Lei 14.129, de 29 de março de 2021 (Lei de Governo Digital), a Estratégia Nacional tem como uma de suas finalidades articular e potencializar as iniciativas de governo digital em todo o país, considerando sua amplitude e diversidade, bem como a redução das desigualdades regionais e com a melhoria do acesso aos serviços públicos. ","2023, 2024",Público,Parceria em projeto
Participa.br,1,Grupo de Transformação Digital dos Estados e DF (GTD),1,Parceria em projeto,"Construção colaborativa da Estratégia Nacional de Governo Digital. Prevista na Lei 14.129, de 29 de março de 2021 (Lei de Governo Digital), a Estratégia Nacional tem como uma de suas finalidades articular e potencializar as iniciativas de governo digital em todo o país, considerando sua amplitude e diversidade, bem como a redução das desigualdades regionais e com a melhoria do acesso aos serviços públicos. ","2023, 2024",Público,Parceria em projeto
Participa.br,1,Fórum Inova Cidades,,Parceria em projeto,"Construção colaborativa da Estratégia Nacional de Governo Digital. Prevista na Lei 14.129, de 29 de março de 2021 (Lei de Governo Digital), a Estratégia Nacional tem como uma de suas finalidades articular e potencializar as iniciativas de governo digital em todo o país, considerando sua amplitude e diversidade, bem como a redução das desigualdades regionais e com a melhoria do acesso aos serviços públicos. ","2023, 2024",Público,Parceria em projeto
Participa.br,1,Deutsche Gesellschaft fur Internationale Zusammenairbeit (GIZ),,Parceria em projeto,"Construção colaborativa da Estratégia Nacional de Governo Digital. Prevista na Lei 14.129, de 29 de março de 2021 (Lei de Governo Digital), a Estratégia Nacional tem como uma de suas finalidades articular e potencializar as iniciativas de governo digital em todo o país, considerando sua amplitude e diversidade, bem como a redução das desigualdades regionais e com a melhoria do acesso aos serviços públicos. ","2023, 2024",Público,Parceria em projeto
Participa.br,1,Ministério da Igualdade Racial (MIR),1,Parceria em projeto,"O Programa Rotas Negras tem por finalidade fomentar o turismo voltado à cultura afro-brasileira e contribuir para a Promoção da Igualdade Racial. O Programa será estruturado por ações de incentivo a rotas de turismo a partir da memória, da ancestralidade, do patrimônio e da cultura negra, fundamentais para o efetivo enfrentamento do racismo no País.
",2024,Público,Parceria em projeto
Participa.br,1,Ministério do Turismo (MTUR),1,Parceria em projeto,"O Programa Rotas Negras tem por finalidade fomentar o turismo voltado à cultura afro-brasileira e contribuir para a Promoção da Igualdade Racial. O Programa será estruturado por ações de incentivo a rotas de turismo a partir da memória, da ancestralidade, do patrimônio e da cultura negra, fundamentais para o efetivo enfrentamento do racismo no País.
",2024,Público,Parceria em projeto
Participa.br,1,"Ministério do Desenvolvimento, Indústria e Comércio (MDIC)",1,Parceria em projeto,"O Programa Rotas Negras tem por finalidade fomentar o turismo voltado à cultura afro-brasileira e contribuir para a Promoção da Igualdade Racial. O Programa será estruturado por ações de incentivo a rotas de turismo a partir da memória, da ancestralidade, do patrimônio e da cultura negra, fundamentais para o efetivo enfrentamento do racismo no País.
",2024,Público,Parceria em projeto
Participa.br,1,Ministério da Cultura (MINC),1,Parceria em projeto,"O Programa Rotas Negras tem por finalidade fomentar o turismo voltado à cultura afro-brasileira e contribuir para a Promoção da Igualdade Racial. O Programa será estruturado por ações de incentivo a rotas de turismo a partir da memória, da ancestralidade, do patrimônio e da cultura negra, fundamentais para o efetivo enfrentamento do racismo no País.
",2024,Público,Parceria em projeto
Participa.br,1,Ministério de Direitos Humanos e Cidadania (MDHC),1,Parceria em projeto,"O Programa Rotas Negras tem por finalidade fomentar o turismo voltado à cultura afro-brasileira e contribuir para a Promoção da Igualdade Racial. O Programa será estruturado por ações de incentivo a rotas de turismo a partir da memória, da ancestralidade, do patrimônio e da cultura negra, fundamentais para o efetivo enfrentamento do racismo no País.
",2024,Público,Parceria em projeto
Participa.br,1,Ministério do Trabalho e Emprego (MTE),1,Parceria em projeto,"O Programa Rotas Negras tem por finalidade fomentar o turismo voltado à cultura afro-brasileira e contribuir para a Promoção da Igualdade Racial. O Programa será estruturado por ações de incentivo a rotas de turismo a partir da memória, da ancestralidade, do patrimônio e da cultura negra, fundamentais para o efetivo enfrentamento do racismo no País.
",2024,Público,Parceria em projeto
Participa.br,1,Ministério da Educação (MEC),1,Parceria em projeto,"O Programa Rotas Negras tem por finalidade fomentar o turismo voltado à cultura afro-brasileira e contribuir para a Promoção da Igualdade Racial. O Programa será estruturado por ações de incentivo a rotas de turismo a partir da memória, da ancestralidade, do patrimônio e da cultura negra, fundamentais para o efetivo enfrentamento do racismo no País.
",2024,Público,Parceria em projeto
Participa.br,1,Secretaria de Comunicação Social da Presidência (SECOM/PR),1,Parceria em projeto,"O Programa Rotas Negras tem por finalidade fomentar o turismo voltado à cultura afro-brasileira e contribuir para a Promoção da Igualdade Racial. O Programa será estruturado por ações de incentivo a rotas de turismo a partir da memória, da ancestralidade, do patrimônio e da cultura negra, fundamentais para o efetivo enfrentamento do racismo no País.
",2024,Público,Parceria em projeto
Participa.br,1,Agência Brasileira de Promoção Internacional do Turismo (EMBRATUR),1,Parceria em projeto,"O Programa Rotas Negras tem por finalidade fomentar o turismo voltado à cultura afro-brasileira e contribuir para a Promoção da Igualdade Racial. O Programa será estruturado por ações de incentivo a rotas de turismo a partir da memória, da ancestralidade, do patrimônio e da cultura negra, fundamentais para o efetivo enfrentamento do racismo no País.
",2024,Público,Parceria em projeto
Participa.br,1,Fundação Cultural Palmares,1,Parceria em projeto,"O Programa Rotas Negras tem por finalidade fomentar o turismo voltado à cultura afro-brasileira e contribuir para a Promoção da Igualdade Racial. O Programa será estruturado por ações de incentivo a rotas de turismo a partir da memória, da ancestralidade, do patrimônio e da cultura negra, fundamentais para o efetivo enfrentamento do racismo no País.
",2024,Público,Parceria em projeto
Participa.br,1,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),1,Parceria em projeto,"O Programa Rotas Negras tem por finalidade fomentar o turismo voltado à cultura afro-brasileira e contribuir para a Promoção da Igualdade Racial. O Programa será estruturado por ações de incentivo a rotas de turismo a partir da memória, da ancestralidade, do patrimônio e da cultura negra, fundamentais para o efetivo enfrentamento do racismo no País.
",2024,Público,Parceria em projeto
Instituto de Governo Aberto,1,"QCP Consultoria, projetos e editora",,Parceria em projeto,O IGA prestou serviços para esse agente. Indicado no site.,Não especificado,Instituto ,Parceria em projeto
Instituto de Governo Aberto,1,Associação dos Municípios do Médio Vale do Itajaí (AMMVI),,Parceria em projeto,O IGA prestou serviços para esse agente. Indicado no site.,Não especificado,Instituto ,Parceria em projeto
Instituto de Governo Aberto,1,Vetor Brasil,,Parceria em projeto,O IGA prestou serviços para esse agente. Indicado no site.,Não especificado,Instituto ,Parceria em projeto
Instituto de Governo Aberto,1,Instituto de Manejo e Certificação Florestal e Agrícola (Imaflora),,Parceria em projeto,O IGA prestou serviços para esse agente. Indicado no site.,Não especificado,Instituto ,Parceria em projeto
Instituto de Governo Aberto,1,Fundação Getulio Vargas (FGV),,Parceria em projeto,O IGA prestou serviços para esse agente. Indicado no site.,Não especificado,Instituto ,Parceria em projeto
Instituto de Governo Aberto,1,Fast Food da Política,,Parceria em projeto, O jogo de Governo Aberto,2020,Instituto ,Parceria em projeto
Instituto de Governo Aberto,1,Prefeitura do Rio de Janeiro,1,Parceria em projeto,O IGA prestou serviços para esse agente. Indicado no site.,Não especificado,Instituto ,Parceria em projeto
Instituto de Governo Aberto,1,Controladoria-Geral da União (CGU),1,Parceria em projeto, O jogo de Governo Aberto,2020,Instituto ,Parceria em projeto
Instituto de Governo Aberto,1,Artigo 19,,Parceria em projeto,"Publicação ""Por dentro do sistema eletrônico de informação ao cidadão (E-SIG): Um guia para gestores públicos"", ""Os limites do sigilo e a agenda da transparência Pública no Brasil"" e ""Panorama dos sistemas eletrônicos de informação ao cidadão""","2019, 2020",Instituto ,Parceria em projeto
Instituto de Governo Aberto,1,Instituto Cidade Democrática,,Parceria em projeto,O IGA prestou serviços para esse agente. Indicado no site.,Não especificado,Instituto ,Parceria em projeto
Instituto de Governo Aberto,1,Instituto Centro de Vida,,Parceria em projeto,"Publicação ""Por dentro do sistema eletrônico de informação ao cidadão (E-SIG): Um guia para gestores públicos"", ""Os limites do sigilo e a agenda da transparência Pública no Brasil"" e ""Panorama dos sistemas eletrônicos de informação ao cidadão""","2019, 2020",Instituto ,Parceria em projeto
Instituto de Governo Aberto,1,Prefeitura de São Sebastião (SP),1,Parceria em projeto,O IGA prestou serviços para esse agente. Indicado no site.,Não especificado,Instituto ,Parceria em projeto
Instituto de Governo Aberto,1,Prefeitura de Niterói,1,Parceria em projeto,O IGA prestou serviços para esse agente. Indicado no site.,Não especificado,Instituto ,Parceria em projeto
Instituto de Governo Aberto,1,ONU Habitat,,Parceria em projeto,O IGA prestou serviços para esse agente. Indicado no site.,Não especificado,Instituto ,Parceria em projeto
Instituto de Governo Aberto,1,Pela Democracia,,Parceria em projeto,O IGA prestou serviços para esse agente. Indicado no site.,Não especificado,Instituto ,Parceria em projeto
Instituto de Governo Aberto,1,Instituto Votorantim,,Parceria em projeto,O IGA prestou serviços para esse agente. Indicado no site.,Não especificado,Instituto ,Parceria em projeto
Instituto de Governo Aberto,1,Observatório do Marajó,,Parceria em projeto,"Publicação ""Cadernos do Marajó""",2020,Instituto ,Parceria em projeto
Instituto de Governo Aberto,1,Open Knowledge Brasil,,Parceria em projeto,"O IGA prestou serviços para esse agente. Indicado no site; Publicação ""Monitorando as compras públicas da Covid-19""",2020,Instituto ,Parceria em projeto
Instituto de Governo Aberto,1,Embaixada da Noruega,,Financiamento,Segunda edição para publicação de Recomendações de Transparência e Governança pública para prefeituras.,2024,Instituto ,Financiamento
Instituto de Governo Aberto,1,União Europeia,,Financiamento,Primeira e  Segunda edição para publicação de Recomendações de Transparência e Governança pública para prefeituras.,"2023, 2024",Instituto ,Financiamento
Instituto de Governo Aberto,1,Fundo Canadá para Iniciativas Locais,,Financiamento,Segunda edição para publicação de Recomendações de Transparência e Governança pública para prefeituras.,2024,Instituto ,Financiamento
Instituto de Governo Aberto,1,Transparência Internacional - Brasil,,Parceria em projeto,"Primeira e  Segunda edição para publicação de Recomendações de Transparência e Governança pública para prefeituras; Publicação ""Monitorando as compras públicas da Covid-19""","2020, 2023, 2024",Instituto ,Parceria em projeto
Instituto de Governo Aberto,1,Loft,,Parceria em projeto,Publicação de Transparência das informações imobiliárias nas capitais brasileiras.,2024,Instituto ,Parceria em projeto
Instituto de Governo Aberto,1,GPúblicas: Rede de Mulheres na Gestão Pública,,Parceria em projeto,"Coautoria na Publicação de ""As prefeituras e o governo aberto: Transformando a relação entrea o governo e a sociedade""",2022,Instituto ,Parceria em projeto
Instituto de Governo Aberto,1,Instituto Alziras,,Parceria em projeto,"Corealização na Publicação de ""As prefeituras e o governo aberto: Transformando a relação entrea o governo e a sociedade""",2022,Instituto ,Parceria em projeto
Instituto de Governo Aberto,1,Konrad Adenauer Stiftung,,Parceria em projeto,"Corealização na Publicação de ""As prefeituras e o governo aberto: Transformando a relação entrea o governo e a sociedade""",2022,Instituto ,Parceria em projeto
Instituto de Governo Aberto,1,Rede Brasileira de Mulheres Cientistas,,Parceria em projeto,"Parceria Institucional na Publicação de ""As prefeituras e o governo aberto: Transformando a relação entrea o governo e a sociedade""",2022,Instituto ,Parceria em projeto
Instituto de Governo Aberto,1,ANESP,,Parceria em projeto,"Parceria Institucional na Publicação de ""As prefeituras e o governo aberto: Transformando a relação entrea o governo e a sociedade""",2022,Instituto ,Parceria em projeto
Instituto de Governo Aberto,1,Escola Nacional de Administração Pública (Enap),1,Parceria em projeto,"Parceria Institucional na Publicação de ""As prefeituras e o governo aberto: Transformando a relação entrea o governo e a sociedade""",2022,Instituto ,Parceria em projeto
Instituto de Governo Aberto,1,Confederação Nacional de Municípios (CNM),,Parceria em projeto,"Parceria Institucional na Publicação de ""As prefeituras e o governo aberto: Transformando a relação entrea o governo e a sociedade""",2022,Instituto ,Parceria em projeto
Instituto de Governo Aberto,1,Associação Brasileira de Municípios (ABM),,Parceria em projeto,"Parceria Institucional na Publicação de ""As prefeituras e o governo aberto: Transformando a relação entrea o governo e a sociedade""",2022,Instituto ,Parceria em projeto
Instituto de Governo Aberto,1,Frente Nacional de Prefeitos (FNP),,Parceria em projeto,"Parceria Institucional na Publicação de ""As prefeituras e o governo aberto: Transformando a relação entrea o governo e a sociedade""",2022,Instituto ,Parceria em projeto
Instituto de Governo Aberto,1,Posticus,,Parceria em projeto,"Apoio na Publicação de ""As prefeituras e o governo aberto: Transformando a relação entrea o governo e a sociedade""",2022,Instituto ,Parceria em projeto
Instituto de Governo Aberto,1,Travessia Políticas Públicas,,Parceria em projeto,"Apoio na Publicação de ""As prefeituras e o governo aberto: Transformando a relação entrea o governo e a sociedade""",2022,Instituto ,Parceria em projeto
Instituto de Governo Aberto,1,Frente Parlamentar pelos Objetivos de Desenvolvimento Sustentável,,Parceria em projeto,"
Publicação ""Monitorando as compras públicas da Covid-19""",2020,Instituto ,Parceria em projeto
Instituto de Governo Aberto,1,Comitê Gestor da Internet no Brasil (CGI.br),,Parceria em projeto,"Publicação ""TIC Governo Eletrônico"" Pesquisa Sobre o Uso das Tecnologias de Informação e Comunicação no Setor Público Brasileiro",2020,Instituto ,Parceria em projeto
Data Privacy Brasil,1,Accenture,,Parceria em projeto,"Parceiros noS ""cursos in Company""",Não especificado,Escola,Parceria em projeto
Data Privacy Brasil,1,Claro,,Parceria em projeto,"Parceiros noS ""cursos in Company""",Não especificado,Escola,Parceria em projeto
Data Privacy Brasil,1,TIM,,Parceria em projeto,"Parceiros noS ""cursos in Company""",Não especificado,Escola,Parceria em projeto
Data Privacy Brasil,1,Banco Bradesco,,Parceria em projeto,"Parceiros noS ""cursos in Company""",Não especificado,Escola,Parceria em projeto
Data Privacy Brasil,1,SulAmérica,,Parceria em projeto,"Parceiros noS ""cursos in Company""",Não especificado,Escola,Parceria em projeto
Data Privacy Brasil,1,Prosegur,,Parceria em projeto,"Parceiros noS ""cursos in Company""",Não especificado,Escola,Parceria em projeto
Escola de dados,1,Open Knowledge Brasil,,Membro,Escola de dados faz parte da Open Knowledge Brasil; parceria em todas as publicações da Escola de dados ,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025",Escola,Membro
Escola de dados,1,Gênero e Número,,Coleta de dados,"Base de dados para ""pesquisas eleitorais, aprendendo com IA generativa e mais""",2024,Escola,Coleta de dados
Escola de dados,1,Todos pela Educação,,Coleta de dados,"Todos pela Educação lança a plataforma Educação Já Municípios que possibilita baixar um panorama da educação em cada município do país, com vários índices como aprendizagem, características da rede, investimento por aluno, entre outros.",2024,Escola,Coleta de dados
Escola de dados,1,NASA,,Coleta de dados,"Novo conjunto de dados da NASA sobre qualidade do ar está disponível, fornecendo concentração de massa corrigida na superfície.

",2024,Escola,Coleta de dados
Escola de dados,1,Petrobrás,,Coleta de dados,"Petrobras lança geoportal de incentivo ao abatimento de emissões de CO², utilizando dados de emissões do setor de difícil abatimento de energia, dados de poços exploratórios, levantamentos geofísicos e mais.",2024,Escola,Coleta de dados
